Title,Artist,Year,ImageURL,Styles,Genres,Media,Dimensions,Description,PaintingURL,image_urls,images
Playing Catch (also known as Children in a Garden),Pierre Bonnard,1905,https://uploads3.wikiart.org/images/pierre-bonnard/playing-catch-also-known-as-children-in-a-garden-1905.jpg!Large.jpg,Post-Impressionism,genre painting,oil; canvas,,,https://www.wikiart.org/en/pierre-bonnard/playing-catch-also-known-as-children-in-a-garden-1905,https://uploads3.wikiart.org/images/pierre-bonnard/playing-catch-also-known-as-children-in-a-garden-1905.jpg!Large.jpg,"[{'url': 'https://uploads3.wikiart.org/images/pierre-bonnard/playing-catch-also-known-as-children-in-a-garden-1905.jpg!Large.jpg', 'path': 'full/b528c440fc71b02470f281eb9fb01037f22c9a6a.jpg', 'checksum': 'b89723618bf683af314d1431c7e291a4', 'status': 'downloaded'}]"
Eiffel Tower and The Seine,Pierre Bonnard,1906,https://uploads3.wikiart.org/images/pierre-bonnard/eiffel-tower-and-the-seine.jpg!Large.jpg,Post-Impressionism,cityscape,oil; canvas,,,https://www.wikiart.org/en/pierre-bonnard/eiffel-tower-and-the-seine,https://uploads3.wikiart.org/images/pierre-bonnard/eiffel-tower-and-the-seine.jpg!Large.jpg,"[{'url': 'https://uploads3.wikiart.org/images/pierre-bonnard/eiffel-tower-and-the-seine.jpg!Large.jpg', 'path': 'full/45c25242b7ec4356893ade5bdeb92c58405045da.jpg', 'checksum': 'b306d9869289590138c1fb4e8d41e3ef', 'status': 'downloaded'}]"
The Yacht,Pierre Bonnard,1905,https://uploads0.wikiart.org/images/pierre-bonnard/the-yacht-1905.jpg!Large.jpg,Post-Impressionism,genre painting,,,,https://www.wikiart.org/en/pierre-bonnard/the-yacht-1905,https://uploads0.wikiart.org/images/pierre-bonnard/the-yacht-1905.jpg!Large.jpg,"[{'url': 'https://uploads0.wikiart.org/images/pierre-bonnard/the-yacht-1905.jpg!Large.jpg', 'path': 'full/d24ba6e503e8854b15cb4785d5c19bf8cade8621.jpg', 'checksum': '6098979b4ca13391bad7dbee1d2cbdaf', 'status': 'downloaded'}]"
"Two Elegant Ladies, Place de Clichy",Pierre Bonnard,1905,https://uploads0.wikiart.org/images/pierre-bonnard/two-elegant-place-de-clichy-1905.jpg!Large.jpg,Post-Impressionism,genre painting,oil; panel,,,https://www.wikiart.org/en/pierre-bonnard/two-elegant-place-de-clichy-1905,https://uploads0.wikiart.org/images/pierre-bonnard/two-elegant-place-de-clichy-1905.jpg!Large.jpg,"[{'url': 'https://uploads0.wikiart.org/images/pierre-bonnard/two-elegant-place-de-clichy-1905.jpg!Large.jpg', 'path': 'full/7bbde7f479c75628332dbd668934dedc3877e8e2.jpg', 'checksum': '62a3f3f8a52c9b34e98df5064efd1b85', 'status': 'downloaded'}]"
Going Rowing,Pierre Bonnard,1905,https://uploads3.wikiart.org/images/pierre-bonnard/going-rowing-1905.jpg!Large.jpg,Post-Impressionism,landscape,oil; canvas,,,https://www.wikiart.org/en/pierre-bonnard/going-rowing-1905,https://uploads3.wikiart.org/images/pierre-bonnard/going-rowing-1905.jpg!Large.jpg,"[{'url': 'https://uploads3.wikiart.org/images/pierre-bonnard/going-rowing-1905.jpg!Large.jpg', 'path': 'full/d4ae243b601f892047a0aea4fd840c3a444b3345.jpg', 'checksum': '7ee9aae7d9db37d8b1a88d7d6fbe6d35', 'status': 'downloaded'}]"
Boats in Port at Low Tide,Pierre Bonnard,1905,https://uploads7.wikiart.org/images/pierre-bonnard/boats-in-port-at-low-tide-1905.jpg!Large.jpg,Post-Impressionism,cityscape,oil; canvas,,,https://www.wikiart.org/en/pierre-bonnard/boats-in-port-at-low-tide-1905,https://uploads7.wikiart.org/images/pierre-bonnard/boats-in-port-at-low-tide-1905.jpg!Large.jpg,"[{'url': 'https://uploads7.wikiart.org/images/pierre-bonnard/boats-in-port-at-low-tide-1905.jpg!Large.jpg', 'path': 'full/e6b227cf0fba13c9d33d9ecde4f97b498e88397c.jpg', 'checksum': '6a7ae2ccc1633b46fdefec5c27d86db7', 'status': 'downloaded'}]"
The Pont des Arts,Pierre Bonnard,1905,https://uploads8.wikiart.org/images/pierre-bonnard/the-pont-des-arts-1905.jpg!Large.jpg,Post-Impressionism,cityscape,oil; panel; card,,,https://www.wikiart.org/en/pierre-bonnard/the-pont-des-arts-1905,https://uploads8.wikiart.org/images/pierre-bonnard/the-pont-des-arts-1905.jpg!Large.jpg,"[{'url': 'https://uploads8.wikiart.org/images/pierre-bonnard/the-pont-des-arts-1905.jpg!Large.jpg', 'path': 'full/6261e46063b509479a5f8d36a34b32b4f3c97e2b.jpg', 'checksum': '3760ecbf2ff1bd8283db226b58639d00', 'status': 'downloaded'}]"
Untitled (Woman on balcony),Pierre Bonnard,1900,https://uploads5.wikiart.org/images/pierre-bonnard/not_detected_221939.jpg!Large.jpg,Post-Impressionism,design,lithography,,,https://www.wikiart.org/en/pierre-bonnard/untitled-woman-on-balcony-1900,https://uploads5.wikiart.org/images/pierre-bonnard/not_detected_221939.jpg!Large.jpg,"[{'url': 'https://uploads5.wikiart.org/images/pierre-bonnard/not_detected_221939.jpg!Large.jpg', 'path': 'full/c5fcabbaffd5021344c0425710fac1925ce5a39f.jpg', 'checksum': '33833853ac2c7e6c397f60c75d469d71', 'status': 'downloaded'}]"
Ambroise Vollard,Pierre Bonnard,1905,https://uploads1.wikiart.org/images/pierre-bonnard/ambroise-vollard.jpg,Post-Impressionism,portrait,oil; canvas,,,https://www.wikiart.org/en/pierre-bonnard/ambroise-vollard,https://uploads1.wikiart.org/images/pierre-bonnard/ambroise-vollard.jpg,"[{'url': 'https://uploads1.wikiart.org/images/pierre-bonnard/ambroise-vollard.jpg', 'path': 'full/8179a6896a960190d665b13d0b8ad68dcb5bfe70.jpg', 'checksum': '9285cc3c8c4adb5defbb6e84d7a4eff1', 'status': 'downloaded'}]"
Misia at the Piano (also known as Portrait of Misia Natanson),Pierre Bonnard,1902,https://uploads0.wikiart.org/images/pierre-bonnard/misia-at-the-piano-also-known-as-portrait-of-misia-natanson.jpg!Large.jpg,Post-Impressionism,portrait,oil; canvas,,,https://www.wikiart.org/en/pierre-bonnard/misia-at-the-piano-also-known-as-portrait-of-misia-natanson,https://uploads0.wikiart.org/images/pierre-bonnard/misia-at-the-piano-also-known-as-portrait-of-misia-natanson.jpg!Large.jpg,"[{'url': 'https://uploads0.wikiart.org/images/pierre-bonnard/misia-at-the-piano-also-known-as-portrait-of-misia-natanson.jpg!Large.jpg', 'path': 'full/c07c3d3c9a20c93e25b10cbdc2d3854a5cc7ef0d.jpg', 'checksum': 'ba21463bbf4e4600153f053a5f5fb5e7', 'status': 'downloaded'}]"
The Washing,Pierre Bonnard,1900,https://uploads2.wikiart.org/images/pierre-bonnard/the-washing-1900.jpg!Large.jpg,Post-Impressionism,genre painting,oil; panel,,,https://www.wikiart.org/en/pierre-bonnard/the-washing-1900,https://uploads2.wikiart.org/images/pierre-bonnard/the-washing-1900.jpg!Large.jpg,"[{'url': 'https://uploads2.wikiart.org/images/pierre-bonnard/the-washing-1900.jpg!Large.jpg', 'path': 'full/4340529d1db72591e8490db489ba96e3ec123712.jpg', 'checksum': '8f31faf5b80aa5e7c64665519687e31a', 'status': 'downloaded'}]"
The Bourgeois Afternoon or The Terrasse Family,Pierre Bonnard,1900,https://uploads1.wikiart.org/images/pierre-bonnard/the-bourgeois-afternoon-or-the-terrasse-family-1900.jpg!Large.jpg,Post-Impressionism,genre painting,oil; canvas,,,https://www.wikiart.org/en/pierre-bonnard/the-bourgeois-afternoon-or-the-terrasse-family-1900,https://uploads1.wikiart.org/images/pierre-bonnard/the-bourgeois-afternoon-or-the-terrasse-family-1900.jpg!Large.jpg,"[{'url': 'https://uploads1.wikiart.org/images/pierre-bonnard/the-bourgeois-afternoon-or-the-terrasse-family-1900.jpg!Large.jpg', 'path': 'full/7030f18772bdad1514549973fbaf9eaf91089f2e.jpg', 'checksum': '5585ab76949cbc7a25cd0626305041cb', 'status': 'downloaded'}]"
Woman with Black Stockings,Pierre Bonnard,1900,https://uploads8.wikiart.org/images/pierre-bonnard/woman-with-black-stockings-1900.jpg!Large.jpg,Post-Impressionism,genre painting,,,,https://www.wikiart.org/en/pierre-bonnard/woman-with-black-stockings-1900,https://uploads8.wikiart.org/images/pierre-bonnard/woman-with-black-stockings-1900.jpg!Large.jpg,"[{'url': 'https://uploads8.wikiart.org/images/pierre-bonnard/woman-with-black-stockings-1900.jpg!Large.jpg', 'path': 'full/8e4269fda1bcd3d601e98404d88a9f561f5ced69.jpg', 'checksum': '1eebfb63bb364f7c70d84dccd61636b4', 'status': 'downloaded'}]"
Boulevard des Batignolles,Pierre Bonnard,1901,https://uploads2.wikiart.org/images/pierre-bonnard/boulevard-des-batignolles.jpg!Large.jpg,Post-Impressionism,cityscape,oil; canvas,,,https://www.wikiart.org/en/pierre-bonnard/boulevard-des-batignolles,https://uploads2.wikiart.org/images/pierre-bonnard/boulevard-des-batignolles.jpg!Large.jpg,"[{'url': 'https://uploads2.wikiart.org/images/pierre-bonnard/boulevard-des-batignolles.jpg!Large.jpg', 'path': 'full/8d5ac271b17a44bfac07d73a07dfdff9ec3033db.jpg', 'checksum': '2ed0137eee8b6861d806c5fcfe835c49', 'status': 'downloaded'}]"
Misia with a Pink Corsage,Pierre Bonnard,1908,https://uploads7.wikiart.org/images/pierre-bonnard/misia-with-a-pink-corsage-1908.jpg!Large.jpg,Post-Impressionism,portrait,oil; canvas,,,https://www.wikiart.org/en/pierre-bonnard/misia-with-a-pink-corsage-1908,https://uploads7.wikiart.org/images/pierre-bonnard/misia-with-a-pink-corsage-1908.jpg!Large.jpg,"[{'url': 'https://uploads7.wikiart.org/images/pierre-bonnard/misia-with-a-pink-corsage-1908.jpg!Large.jpg', 'path': 'full/d0790f597379c15c5e6912764ad93665b6e9eaff.jpg', 'checksum': '7928c513e7eb0ce1a6cab6cb59b3a502', 'status': 'downloaded'}]"
The Merchant of Four Seasons,Pierre Bonnard,1899,https://uploads1.wikiart.org/images/pierre-bonnard/the-merchant-of-four-seasons-1899.jpg!Large.jpg,Post-Impressionism,genre painting,oil; canvas,,,https://www.wikiart.org/en/pierre-bonnard/the-merchant-of-four-seasons-1899,https://uploads1.wikiart.org/images/pierre-bonnard/the-merchant-of-four-seasons-1899.jpg!Large.jpg,"[{'url': 'https://uploads1.wikiart.org/images/pierre-bonnard/the-merchant-of-four-seasons-1899.jpg!Large.jpg', 'path': 'full/ea24e75bbc015ff810a20d880f07cea85b7f08be.jpg', 'checksum': '727aea10a0f5260c8162ac58a0ebcced', 'status': 'downloaded'}]"
Landscape with freight train,Pierre Bonnard,1909,https://uploads1.wikiart.org/images/pierre-bonnard/landscape-with-freight-train-1909.jpg!Large.jpg,Post-Impressionism,landscape,oil; canvas,,,https://www.wikiart.org/en/pierre-bonnard/landscape-with-freight-train-1909,https://uploads1.wikiart.org/images/pierre-bonnard/landscape-with-freight-train-1909.jpg!Large.jpg,"[{'url': 'https://uploads1.wikiart.org/images/pierre-bonnard/landscape-with-freight-train-1909.jpg!Large.jpg', 'path': 'full/a60c415113c496825836ccf4c4c9f8747a51751d.jpg', 'checksum': '226610505a2845a6f750e2b03f40e7b6', 'status': 'downloaded'}]"
Girl with a Dog in the Park at Grand Lemps (also known as Dauphine),Pierre Bonnard,1900,https://uploads2.wikiart.org/images/pierre-bonnard/girl-with-a-dog-in-the-park-at-grand-lemps-also-known-as-dauphine-1900.jpg!Large.jpg,Post-Impressionism,landscape,oil; panel,,,https://www.wikiart.org/en/pierre-bonnard/girl-with-a-dog-in-the-park-at-grand-lemps-also-known-as-dauphine-1900,https://uploads2.wikiart.org/images/pierre-bonnard/girl-with-a-dog-in-the-park-at-grand-lemps-also-known-as-dauphine-1900.jpg!Large.jpg,"[{'url': 'https://uploads2.wikiart.org/images/pierre-bonnard/girl-with-a-dog-in-the-park-at-grand-lemps-also-known-as-dauphine-1900.jpg!Large.jpg', 'path': 'full/6d616e165043fa602322a50960dd3ebf79ef0230.jpg', 'checksum': 'f84a26c22a7d08c0f133c9931af70f38', 'status': 'downloaded'}]"
Little Girl with a Cat,Pierre Bonnard,1899,https://uploads3.wikiart.org/images/pierre-bonnard/little-girl-with-a-cat-1899.jpg,Post-Impressionism,genre painting,,,,https://www.wikiart.org/en/pierre-bonnard/little-girl-with-a-cat-1899,https://uploads3.wikiart.org/images/pierre-bonnard/little-girl-with-a-cat-1899.jpg,"[{'url': 'https://uploads3.wikiart.org/images/pierre-bonnard/little-girl-with-a-cat-1899.jpg', 'path': 'full/3fee34ff866a0f15c69be9ed7d8995cc8214b067.jpg', 'checksum': '230125b38f7d3f2d05fbaab6100dbd13', 'status': 'downloaded'}]"
Sea Landscape,Pierre Bonnard,1900,https://uploads3.wikiart.org/images/pierre-bonnard/sea-landscape-1900.jpg,Post-Impressionism,genre painting,,,,https://www.wikiart.org/en/pierre-bonnard/sea-landscape-1900,https://uploads3.wikiart.org/images/pierre-bonnard/sea-landscape-1900.jpg,"[{'url': 'https://uploads3.wikiart.org/images/pierre-bonnard/sea-landscape-1900.jpg', 'path': 'full/0c189b0e84626433f3ca4d859bd8c509bb547d54.jpg', 'checksum': '79a313e2ca34951f705225a47a26ddc1', 'status': 'downloaded'}]"
Dauphine Landscape,Pierre Bonnard,1899,https://uploads3.wikiart.org/images/pierre-bonnard/dauphine-landscape.jpg,Post-Impressionism,landscape,oil; canvas,,,https://www.wikiart.org/en/pierre-bonnard/dauphine-landscape,https://uploads3.wikiart.org/images/pierre-bonnard/dauphine-landscape.jpg,"[{'url': 'https://uploads3.wikiart.org/images/pierre-bonnard/dauphine-landscape.jpg', 'path': 'full/b8f130b804f91dcf361a00dd67b2fcb5b737794d.jpg', 'checksum': 'cfadfd63a1d30a822d9ad10c7d62d6f5', 'status': 'downloaded'}]"
Young Woman Before the Window,Pierre Bonnard,1898,https://uploads1.wikiart.org/images/pierre-bonnard/young-woman-before-the-window-1898.jpg,Post-Impressionism,genre painting,oil; canvas,,,https://www.wikiart.org/en/pierre-bonnard/young-woman-before-the-window-1898,https://uploads1.wikiart.org/images/pierre-bonnard/young-woman-before-the-window-1898.jpg,"[{'url': 'https://uploads1.wikiart.org/images/pierre-bonnard/young-woman-before-the-window-1898.jpg', 'path': 'full/073ac2ec5d56d436a0e544d51ecc058b5f5aa30f.jpg', 'checksum': '0d988598d85a69a729ba33c03cf275be', 'status': 'downloaded'}]"
Children and Kid,Pierre Bonnard,1899,https://uploads2.wikiart.org/images/pierre-bonnard/children-and-kid.jpg!Large.jpg,Post-Impressionism,genre painting,oil; canvas,,,https://www.wikiart.org/en/pierre-bonnard/children-and-kid,https://uploads2.wikiart.org/images/pierre-bonnard/children-and-kid.jpg!Large.jpg,"[{'url': 'https://uploads2.wikiart.org/images/pierre-bonnard/children-and-kid.jpg!Large.jpg', 'path': 'full/8da5f05ba119588d9eb131fe569d6b292331ffcf.jpg', 'checksum': 'dc5da5493e552c65a35fe97fa82c6859', 'status': 'downloaded'}]"
At the Circus,Pierre Bonnard,1897,https://uploads4.wikiart.org/images/pierre-bonnard/at-the-circus-1897.jpg!Large.jpg,Post-Impressionism,genre painting,oil; panel,,,https://www.wikiart.org/en/pierre-bonnard/at-the-circus-1897,https://uploads4.wikiart.org/images/pierre-bonnard/at-the-circus-1897.jpg!Large.jpg,"[{'url': 'https://uploads4.wikiart.org/images/pierre-bonnard/at-the-circus-1897.jpg!Large.jpg', 'path': 'full/a4bae65fc20d8790b5376c77da6dfcbd52df64bc.jpg', 'checksum': '63275ad8ed8835e9de04913f5badcc89', 'status': 'downloaded'}]"
Ice Palace,Pierre Bonnard,1898,https://uploads5.wikiart.org/images/pierre-bonnard/ice-palace.jpg!Large.jpg,Post-Impressionism,portrait,oil; cardboard,,,https://www.wikiart.org/en/pierre-bonnard/ice-palace,https://uploads5.wikiart.org/images/pierre-bonnard/ice-palace.jpg!Large.jpg,"[{'url': 'https://uploads5.wikiart.org/images/pierre-bonnard/ice-palace.jpg!Large.jpg', 'path': 'full/8b3c7b437ab02d5240b7de2f154d60c07301b12c.jpg', 'checksum': '5de4503dab47f4b2eb88c72b86d414d8', 'status': 'downloaded'}]"
"Nannies' promenade, frieze of carriages",Pierre Bonnard,1896,https://uploads5.wikiart.org/images/pierre-bonnard/not_detected_221940.jpg!Large.jpg,Post-Impressionism,design,lithography,,,https://www.wikiart.org/en/pierre-bonnard/nannies-promenade-frieze-of-carriages-1896,https://uploads5.wikiart.org/images/pierre-bonnard/not_detected_221940.jpg!Large.jpg,"[{'url': 'https://uploads5.wikiart.org/images/pierre-bonnard/not_detected_221940.jpg!Large.jpg', 'path': 'full/20310e91c1fd1c42b3961b331a6dd2f23508e1c3.jpg', 'checksum': 'f674a866c96d291d8d5e01f8c7ff1e5d', 'status': 'downloaded'}]"
On the Track,Pierre Bonnard,1895,https://uploads3.wikiart.org/images/pierre-bonnard/on-the-track-1895.jpg!Large.jpg,Post-Impressionism,genre painting,oil; panel,,,https://www.wikiart.org/en/pierre-bonnard/on-the-track-1895,https://uploads3.wikiart.org/images/pierre-bonnard/on-the-track-1895.jpg!Large.jpg,"[{'url': 'https://uploads3.wikiart.org/images/pierre-bonnard/on-the-track-1895.jpg!Large.jpg', 'path': 'full/67f166bf2f63f3707aa32dd87b6aacd5c72ae952.jpg', 'checksum': 'a9494f0d5bb2672726dc8a3671531cb8', 'status': 'downloaded'}]"
Woman at Her Window,Pierre Bonnard,1895,https://uploads5.wikiart.org/images/pierre-bonnard/woman-at-her-window.jpg!Large.jpg,Post-Impressionism,genre painting,oil; panel,,,https://www.wikiart.org/en/pierre-bonnard/woman-at-her-window,https://uploads5.wikiart.org/images/pierre-bonnard/woman-at-her-window.jpg!Large.jpg,"[{'url': 'https://uploads5.wikiart.org/images/pierre-bonnard/woman-at-her-window.jpg!Large.jpg', 'path': 'full/673678a8eb6d532d75cf9c0426b7b7ec5716c535.jpg', 'checksum': 'd2ebcdc3165930c145546d5a584326b3', 'status': 'downloaded'}]"
Child Eating Cherries,Pierre Bonnard,1895,https://uploads3.wikiart.org/images/pierre-bonnard/child-eating-cherries-1895.jpg!Large.jpg,Post-Impressionism,genre painting,oil; canvas,,,https://www.wikiart.org/en/pierre-bonnard/child-eating-cherries-1895,https://uploads3.wikiart.org/images/pierre-bonnard/child-eating-cherries-1895.jpg!Large.jpg,"[{'url': 'https://uploads3.wikiart.org/images/pierre-bonnard/child-eating-cherries-1895.jpg!Large.jpg', 'path': 'full/acb24792f0cc41173b31b5d7960b0d061313f719.jpg', 'checksum': 'fd18f7539dbed7119b9abe9ed1dd48ab', 'status': 'downloaded'}]"
At the Fence,Pierre Bonnard,1895,https://uploads3.wikiart.org/images/pierre-bonnard/at-the-fence-1895.jpg!Large.jpg,Post-Impressionism,genre painting,gouache; paper,,,https://www.wikiart.org/en/pierre-bonnard/at-the-fence-1895,https://uploads3.wikiart.org/images/pierre-bonnard/at-the-fence-1895.jpg!Large.jpg,"[{'url': 'https://uploads3.wikiart.org/images/pierre-bonnard/at-the-fence-1895.jpg!Large.jpg', 'path': 'full/cf00f1b0c394f2b830f4243ea3d98da2b3c21a73.jpg', 'checksum': 'c682d50d4d81edb2a0b1031d45b4d7e0', 'status': 'downloaded'}]"
Carriage Horse,Pierre Bonnard,1895,https://uploads0.wikiart.org/images/pierre-bonnard/carriage-horse.jpg!Large.jpg,Post-Impressionism,genre painting,oil; panel,,,https://www.wikiart.org/en/pierre-bonnard/carriage-horse,https://uploads0.wikiart.org/images/pierre-bonnard/carriage-horse.jpg!Large.jpg,"[{'url': 'https://uploads0.wikiart.org/images/pierre-bonnard/carriage-horse.jpg!Large.jpg', 'path': 'full/27cd15360942b8b88ebac0de6abc8b1b8f169b21.jpg', 'checksum': 'a6344d358851be989494a72f7fcdb9bc', 'status': 'downloaded'}]"
Woman on the Street,Pierre Bonnard,1894,https://uploads1.wikiart.org/images/pierre-bonnard/woman-on-the-street-1894.jpg!Large.jpg,Post-Impressionism,genre painting,oil; panel,,,https://www.wikiart.org/en/pierre-bonnard/woman-on-the-street-1894,https://uploads1.wikiart.org/images/pierre-bonnard/woman-on-the-street-1894.jpg!Large.jpg,"[{'url': 'https://uploads1.wikiart.org/images/pierre-bonnard/woman-on-the-street-1894.jpg!Large.jpg', 'path': 'full/79d1181e03bc945bdcba5687c1e98039a13eb876.jpg', 'checksum': 'c985ce837a23f9a7f29733c093a090a6', 'status': 'downloaded'}]"
Parisian Boulevard,Pierre Bonnard,1896,https://uploads0.wikiart.org/images/pierre-bonnard/parisian-boulevard-1896.jpg!Large.jpg,Post-Impressionism,cityscape,lithography,,,https://www.wikiart.org/en/pierre-bonnard/parisian-boulevard-1896,https://uploads0.wikiart.org/images/pierre-bonnard/parisian-boulevard-1896.jpg!Large.jpg,"[{'url': 'https://uploads0.wikiart.org/images/pierre-bonnard/parisian-boulevard-1896.jpg!Large.jpg', 'path': 'full/ceebb3f5eb68db13f893da25df2e1280c02f0d4c.jpg', 'checksum': 'd64ee110dccab905b559831d1c0b8217', 'status': 'downloaded'}]"
Woman Washing Her Feet,Pierre Bonnard,1894,https://uploads4.wikiart.org/images/pierre-bonnard/woman-washing-her-feet-1894.jpg!Large.jpg,Post-Impressionism,genre painting,oil; panel,,,https://www.wikiart.org/en/pierre-bonnard/woman-washing-her-feet-1894,https://uploads4.wikiart.org/images/pierre-bonnard/woman-washing-her-feet-1894.jpg!Large.jpg,"[{'url': 'https://uploads4.wikiart.org/images/pierre-bonnard/woman-washing-her-feet-1894.jpg!Large.jpg', 'path': 'full/31754a49566a533b0888ad5151940881be8a6415.jpg', 'checksum': '5eb7d19f601bb4a068491ec754ad1bae', 'status': 'downloaded'}]"
Figures in the Street,Pierre Bonnard,1894,https://uploads3.wikiart.org/images/pierre-bonnard/figures-in-the-street-1894.jpg!Large.jpg,Post-Impressionism,genre painting,,,,https://www.wikiart.org/en/pierre-bonnard/figures-in-the-street-1894,https://uploads3.wikiart.org/images/pierre-bonnard/figures-in-the-street-1894.jpg!Large.jpg,"[{'url': 'https://uploads3.wikiart.org/images/pierre-bonnard/figures-in-the-street-1894.jpg!Large.jpg', 'path': 'full/58d8b75dd8857374b218d0896eee9ad27d0c2c99.jpg', 'checksum': 'c74114a7e27778d39378bdae9f943c88', 'status': 'downloaded'}]"
Street in Eragny-sur-Oise or Dogs in Eragny,Pierre Bonnard,1893,https://uploads7.wikiart.org/images/pierre-bonnard/street-in-eragny-sur-oise-or-dogs-in-eragny-1893.jpg!Large.jpg,Post-Impressionism,cityscape,oil; panel,,,https://www.wikiart.org/en/pierre-bonnard/street-in-eragny-sur-oise-or-dogs-in-eragny-1893,https://uploads7.wikiart.org/images/pierre-bonnard/street-in-eragny-sur-oise-or-dogs-in-eragny-1893.jpg!Large.jpg,"[{'url': 'https://uploads7.wikiart.org/images/pierre-bonnard/street-in-eragny-sur-oise-or-dogs-in-eragny-1893.jpg!Large.jpg', 'path': 'full/8382ac3db54ea6fdc7376ea878e233fe08e02301.jpg', 'checksum': 'fff24235a1fc84da94473a24c7d4501a', 'status': 'downloaded'}]"
"At the Races, Longchamp",Pierre Bonnard,1894,https://uploads4.wikiart.org/images/pierre-bonnard/at-the-races-longchamp-1894.jpg!Large.jpg,Post-Impressionism,genre painting,oil; panel,,,https://www.wikiart.org/en/pierre-bonnard/at-the-races-longchamp-1894,https://uploads4.wikiart.org/images/pierre-bonnard/at-the-races-longchamp-1894.jpg!Large.jpg,"[{'url': 'https://uploads4.wikiart.org/images/pierre-bonnard/at-the-races-longchamp-1894.jpg!Large.jpg', 'path': 'full/3290dac1d8f46c89c10f431f4f83960a45a70029.jpg', 'checksum': 'e442a4d836a2a153d5b2c536759f0e21', 'status': 'downloaded'}]"
Woman in a Green Dress in a Garden,Pierre Bonnard,1892,https://uploads2.wikiart.org/images/pierre-bonnard/woman-in-a-green-dress-in-a-garden.jpg!Large.jpg,Post-Impressionism,genre painting,oil; canvas,,,https://www.wikiart.org/en/pierre-bonnard/woman-in-a-green-dress-in-a-garden,https://uploads2.wikiart.org/images/pierre-bonnard/woman-in-a-green-dress-in-a-garden.jpg!Large.jpg,"[{'url': 'https://uploads2.wikiart.org/images/pierre-bonnard/woman-in-a-green-dress-in-a-garden.jpg!Large.jpg', 'path': 'full/cb1fbdcc1ba3f5bff85d4c97cada6f4048a6e64a.jpg', 'checksum': 'e790abdbeadc662300b1df08a1bf23cd', 'status': 'downloaded'}]"
Child at Table,Pierre Bonnard,1893,https://uploads5.wikiart.org/images/pierre-bonnard/child-at-table-1893.jpg!Large.jpg,Post-Impressionism,genre painting,oil; panel,,,https://www.wikiart.org/en/pierre-bonnard/child-at-table-1893,https://uploads5.wikiart.org/images/pierre-bonnard/child-at-table-1893.jpg!Large.jpg,"[{'url': 'https://uploads5.wikiart.org/images/pierre-bonnard/child-at-table-1893.jpg!Large.jpg', 'path': 'full/6e79da4d1a35d08c33036760aab07efcf5f924a2.jpg', 'checksum': '9f6173ebc5d6b2a82562fc3306dc09a2', 'status': 'downloaded'}]"
Young Girl with Umbrella,Pierre Bonnard,1894,https://uploads6.wikiart.org/images/pierre-bonnard/young-girl-with-umbrella-1894.jpg!Large.jpg,Post-Impressionism,genre painting,oil; panel,,,https://www.wikiart.org/en/pierre-bonnard/young-girl-with-umbrella-1894,https://uploads6.wikiart.org/images/pierre-bonnard/young-girl-with-umbrella-1894.jpg!Large.jpg,"[{'url': 'https://uploads6.wikiart.org/images/pierre-bonnard/young-girl-with-umbrella-1894.jpg!Large.jpg', 'path': 'full/fbe905295ad46ddc61e589e7d93bab405e1b3209.jpg', 'checksum': '73b0ffdf78264ba3a28ddbdeef40a835', 'status': 'downloaded'}]"
Children Playing in a Garden,Pierre Bonnard,1899,https://uploads1.wikiart.org/images/pierre-bonnard/children-playing-in-a-garden-1899.jpg!Large.jpg,Post-Impressionism,genre painting,oil; panel,,,https://www.wikiart.org/en/pierre-bonnard/children-playing-in-a-garden-1899,https://uploads1.wikiart.org/images/pierre-bonnard/children-playing-in-a-garden-1899.jpg!Large.jpg,"[{'url': 'https://uploads1.wikiart.org/images/pierre-bonnard/children-playing-in-a-garden-1899.jpg!Large.jpg', 'path': 'full/758ace83f541547a22d3e2289861395e43a657c0.jpg', 'checksum': 'f52f11698385ef327097bb011efabb58', 'status': 'downloaded'}]"
Self Portrait,Pierre Bonnard,1889,https://uploads4.wikiart.org/images/pierre-bonnard/self-portrait-1889.jpg!Large.jpg,Post-Impressionism,self-portrait,oil; panel,,,https://www.wikiart.org/en/pierre-bonnard/self-portrait-1889,https://uploads4.wikiart.org/images/pierre-bonnard/self-portrait-1889.jpg!Large.jpg,"[{'url': 'https://uploads4.wikiart.org/images/pierre-bonnard/self-portrait-1889.jpg!Large.jpg', 'path': 'full/ad9710eab2792985a06527a22ad01975199f3ebc.jpg', 'checksum': '5f598449312c766a244ef54850511a0f', 'status': 'downloaded'}]"
Winter landscape,Cuno Amiet,,https://uploads7.wikiart.org/images/cuno-amiet/winter-landscape.jpg!Large.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/cuno-amiet/winter-landscape,https://uploads7.wikiart.org/images/cuno-amiet/winter-landscape.jpg!Large.jpg,"[{'url': 'https://uploads7.wikiart.org/images/cuno-amiet/winter-landscape.jpg!Large.jpg', 'path': 'full/025771f29c0a0c3f9c30e42d33a2dca325c1cde2.jpg', 'checksum': 'fce80afbe8c464e9cbe5819cadb0be9d', 'status': 'downloaded'}]"
