Title,Artist,Year,ImageURL,Styles,Genres,Media,Dimensions,Description,PaintingURL,image_urls,images
Soldier head,Istvan Nagy,1915,https://uploads8.wikiart.org/images/istvan-nagy/soldier-head-1915.jpg,Post-Impressionism,portrait,,,,https://www.wikiart.org/en/istvan-nagy/soldier-head-1915,https://uploads8.wikiart.org/images/istvan-nagy/soldier-head-1915.jpg,"[{'url': 'https://uploads8.wikiart.org/images/istvan-nagy/soldier-head-1915.jpg', 'path': 'full/c491bfb26d73fb226a0cfafc6ca047816dcec2a9.jpg', 'checksum': 'ba438b2c85692c2ed121d3173147ea3e', 'status': 'downloaded'}]"
My Muse (Portrait of the Wife),Oleksa Novakivskyi,,https://uploads0.wikiart.org/00292/images/oleksa-novakivskiy/art-lviv-online-oleksa-novakivskij-moia-muzaportret-druzhyny.jpg,Post-Impressionism,portrait,oil,,,https://www.wikiart.org/en/oleksa-novakivskiy/moya-muza-portret-druzhini,https://uploads0.wikiart.org/00292/images/oleksa-novakivskiy/art-lviv-online-oleksa-novakivskij-moia-muzaportret-druzhyny.jpg,"[{'url': 'https://uploads0.wikiart.org/00292/images/oleksa-novakivskiy/art-lviv-online-oleksa-novakivskij-moia-muzaportret-druzhyny.jpg', 'path': 'full/afdeeed36a0cc4e61c2200653b65b9e9f8abb104.jpg', 'checksum': 'ba603fdc3d83df071c5aa624f2dcc10b', 'status': 'downloaded'}]"
Self-portrait with the wife,Oleksa Novakivskyi,,https://uploads7.wikiart.org/00292/images/oleksa-novakivskiy/art-lviv-online-oleksa-novakivskij-avtoportret-z-druzhynoi.jpg,Post-Impressionism; Art Nouveau (Modern),self-portrait; portrait,oil,,,https://www.wikiart.org/en/oleksa-novakivskiy/avtoportret-z-druzhinoyu,https://uploads7.wikiart.org/00292/images/oleksa-novakivskiy/art-lviv-online-oleksa-novakivskij-avtoportret-z-druzhynoi.jpg,"[{'url': 'https://uploads7.wikiart.org/00292/images/oleksa-novakivskiy/art-lviv-online-oleksa-novakivskij-avtoportret-z-druzhynoi.jpg', 'path': 'full/3bf02ea11ad223acaf41abd524b81f4ce142c5b4.jpg', 'checksum': '200cae467ff5e60a5714d73aef868ba8', 'status': 'downloaded'}]"
Archers,Alice Bailly,1911,https://uploads0.wikiart.org/00145/images/alice-bailly/display-image-18.jpg!Large.jpg,Post-Impressionism; Cubism,nude painting (nu),oil; canvas,,,https://www.wikiart.org/en/alice-bailly/archers-1911,https://uploads0.wikiart.org/00145/images/alice-bailly/display-image-18.jpg!Large.jpg,"[{'url': 'https://uploads0.wikiart.org/00145/images/alice-bailly/display-image-18.jpg!Large.jpg', 'path': 'full/0bedefbdfa7070bf2e8a000ffce9f4c92f941939.jpg', 'checksum': '1f352b93380f510fdbf47be7f5d6597b', 'status': 'downloaded'}]"
Self-Portrait,Theodor Pallady,,https://uploads8.wikiart.org/images/theodor-pallady/self-portrait.jpg,Post-Impressionism,self-portrait,,,,https://www.wikiart.org/en/theodor-pallady/self-portrait,https://uploads8.wikiart.org/images/theodor-pallady/self-portrait.jpg,"[{'url': 'https://uploads8.wikiart.org/images/theodor-pallady/self-portrait.jpg', 'path': 'full/8472aa4343669f416d0bd3db0d477de400ec2697.jpg', 'checksum': 'a63c504f65c7cdd1f1c91baccde20b83', 'status': 'downloaded'}]"
Nude with Guitar,Theodor Pallady,,https://uploads3.wikiart.org/images/theodor-pallady/nude-with-guitar.jpg!Large.jpg,Post-Impressionism,nude painting (nu),,,,https://www.wikiart.org/en/theodor-pallady/nude-with-guitar,https://uploads3.wikiart.org/images/theodor-pallady/nude-with-guitar.jpg!Large.jpg,"[{'url': 'https://uploads3.wikiart.org/images/theodor-pallady/nude-with-guitar.jpg!Large.jpg', 'path': 'full/d11b9f3291cfe01e4004df686b98b3e818774d24.jpg', 'checksum': '12d756f7180b19f80773ff41fa460df9', 'status': 'downloaded'}]"
Reading Nude (Nu à la Lecture),Theodor Pallady,,https://uploads3.wikiart.org/images/theodor-pallady/reading-nude-nu-la-lecture.jpg,Post-Impressionism,nude painting (nu),,,,https://www.wikiart.org/en/theodor-pallady/reading-nude-nu-la-lecture,https://uploads3.wikiart.org/images/theodor-pallady/reading-nude-nu-la-lecture.jpg,"[{'url': 'https://uploads3.wikiart.org/images/theodor-pallady/reading-nude-nu-la-lecture.jpg', 'path': 'full/070d78f5f53a90bebfe7c7e7853204c275f9a0e3.jpg', 'checksum': '27aa1e1337b24322ddf9ebcef9771ba8', 'status': 'downloaded'}]"
Red Flowers,Theodor Pallady,,https://uploads7.wikiart.org/images/theodor-pallady/red-flowers.jpg!Large.jpg,Post-Impressionism,still life,,,,https://www.wikiart.org/en/theodor-pallady/red-flowers,https://uploads7.wikiart.org/images/theodor-pallady/red-flowers.jpg!Large.jpg,"[{'url': 'https://uploads7.wikiart.org/images/theodor-pallady/red-flowers.jpg!Large.jpg', 'path': 'full/58bd5540aa38aa8f91adee6114018bd47e3dbeb6.jpg', 'checksum': '0a7b465c4e17a116d5b98c9bbc910fda', 'status': 'downloaded'}]"
Poppy Flowers,Theodor Pallady,,https://uploads0.wikiart.org/images/theodor-pallady/poppy-flowers.jpg!Large.jpg,Post-Impressionism,still life,,,,https://www.wikiart.org/en/theodor-pallady/poppy-flowers,https://uploads0.wikiart.org/images/theodor-pallady/poppy-flowers.jpg!Large.jpg,"[{'url': 'https://uploads0.wikiart.org/images/theodor-pallady/poppy-flowers.jpg!Large.jpg', 'path': 'full/1bc5a1a26c5166bce17c52626c6796eb01d87286.jpg', 'checksum': '58f058552ce22a33ed19ac3c9a3a66da', 'status': 'downloaded'}]"
Still Life,Theodor Pallady,,https://uploads8.wikiart.org/images/theodor-pallady/still-life(1).jpg,Post-Impressionism,still life,,,,https://www.wikiart.org/en/theodor-pallady/still-life-1,https://uploads8.wikiart.org/images/theodor-pallady/still-life(1).jpg,"[{'url': 'https://uploads8.wikiart.org/images/theodor-pallady/still-life(1).jpg', 'path': 'full/186e9773392030bf48dbe176549a419a7a2b8d32.jpg', 'checksum': 'be26500306a09bf4c9c30f789007d93d', 'status': 'downloaded'}]"
Woman in Black,Theodor Pallady,,https://uploads0.wikiart.org/images/theodor-pallady/woman-in-black.jpg,Post-Impressionism,portrait,,,,https://www.wikiart.org/en/theodor-pallady/woman-in-black,https://uploads0.wikiart.org/images/theodor-pallady/woman-in-black.jpg,"[{'url': 'https://uploads0.wikiart.org/images/theodor-pallady/woman-in-black.jpg', 'path': 'full/5d0728c0d7049a22a4cbce4bd073cc308feda371.jpg', 'checksum': '099a0502de83e45efdbfb974a84d1bcc', 'status': 'downloaded'}]"
Yellow Flowers,Theodor Pallady,,https://uploads1.wikiart.org/images/theodor-pallady/yellow-flowers.jpg!Large.jpg,Post-Impressionism,still life,,,,https://www.wikiart.org/en/theodor-pallady/yellow-flowers,https://uploads1.wikiart.org/images/theodor-pallady/yellow-flowers.jpg!Large.jpg,"[{'url': 'https://uploads1.wikiart.org/images/theodor-pallady/yellow-flowers.jpg!Large.jpg', 'path': 'full/c6be54ff637909511d9060404d17505b2353608a.jpg', 'checksum': '15df8963dea0b98c4c44183cab335c34', 'status': 'downloaded'}]"
A Skidegate Beaver Pole,Emily Carr,,https://uploads0.wikiart.org/images/emily-carr/a-skidegate-beaver-pole-1946.jpg,Cubism; Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/a-skidegate-beaver-pole-1946,https://uploads0.wikiart.org/images/emily-carr/a-skidegate-beaver-pole-1946.jpg,"[{'url': 'https://uploads0.wikiart.org/images/emily-carr/a-skidegate-beaver-pole-1946.jpg', 'path': 'full/a544659da05923532ef88ec416f91bc0e59e4ba4.jpg', 'checksum': 'f434cfaf44c74964b0459e6f36504c7c', 'status': 'downloaded'}]"
Above the Trees,Emily Carr,,https://uploads1.wikiart.org/images/emily-carr/above-the-trees-1939.jpg,Post-Impressionism,landscape; cloudscape,,,,https://www.wikiart.org/en/emily-carr/above-the-trees-1939,https://uploads1.wikiart.org/images/emily-carr/above-the-trees-1939.jpg,"[{'url': 'https://uploads1.wikiart.org/images/emily-carr/above-the-trees-1939.jpg', 'path': 'full/df14c696c796c93392f721234f6819662610b719.jpg', 'checksum': '56b0205e7fa8397e28825dceefdbfa1d', 'status': 'downloaded'}]"
Clearing,Emily Carr,,https://uploads3.wikiart.org/images/emily-carr/clearing-1942.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/clearing-1942,https://uploads3.wikiart.org/images/emily-carr/clearing-1942.jpg,"[{'url': 'https://uploads3.wikiart.org/images/emily-carr/clearing-1942.jpg', 'path': 'full/59c810dc9576e9af6b020fdfa2120986de990656.jpg', 'checksum': 'f60b50d294568668e9d19766b286a943', 'status': 'downloaded'}]"
Cedar Sanctuary,Emily Carr,1942,https://uploads2.wikiart.org/images/emily-carr/cedar-sanctuary-1942.jpg!Large.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/cedar-sanctuary-1942,https://uploads2.wikiart.org/images/emily-carr/cedar-sanctuary-1942.jpg!Large.jpg,"[{'url': 'https://uploads2.wikiart.org/images/emily-carr/cedar-sanctuary-1942.jpg!Large.jpg', 'path': 'full/0dfb6cb9ae3b96b596acd8ffcf97e449bc8c4a28.jpg', 'checksum': 'ce348429da3274f3ff1c7ecd1df70f8b', 'status': 'downloaded'}]"
Cedar,Emily Carr,,https://uploads0.wikiart.org/images/emily-carr/cedar-1942.jpg,Post-Impressionism; Art Nouveau (Modern),landscape,,,,https://www.wikiart.org/en/emily-carr/cedar-1942,https://uploads0.wikiart.org/images/emily-carr/cedar-1942.jpg,"[{'url': 'https://uploads0.wikiart.org/images/emily-carr/cedar-1942.jpg', 'path': 'full/8c2da3468af0e70e487bef6f7d5890648ffbcb2b.jpg', 'checksum': 'e40bb0e791c734e0d8818cf7d5572e15', 'status': 'downloaded'}]"
Self-Portrait,Emily Carr,1939,https://uploads8.wikiart.org/images/emily-carr/self-portrait-1939.jpg,Post-Impressionism,self-portrait,,,,https://www.wikiart.org/en/emily-carr/self-portrait-1939,https://uploads8.wikiart.org/images/emily-carr/self-portrait-1939.jpg,"[{'url': 'https://uploads8.wikiart.org/images/emily-carr/self-portrait-1939.jpg', 'path': 'full/2d631a1b42c2a1220bfa2dc7ac7d8db5636c4435.jpg', 'checksum': '36b0fb91e391daa7cbde7f84735b377c', 'status': 'downloaded'}]"
Odds and Ends,Emily Carr,1939,https://uploads7.wikiart.org/00194/images/emily-carr/emily-carr-1939-odds-and-ends.jpg!Large.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/odds-and-ends-1939,https://uploads7.wikiart.org/00194/images/emily-carr/emily-carr-1939-odds-and-ends.jpg!Large.jpg,"[{'url': 'https://uploads7.wikiart.org/00194/images/emily-carr/emily-carr-1939-odds-and-ends.jpg!Large.jpg', 'path': 'full/5aad8831cc6ee04c1569bf9809051654d7dbafaf.jpg', 'checksum': 'ba03433b3ef6a637d4d0db5adc303fb0', 'status': 'downloaded'}]"
Reforestation,Emily Carr,1936,https://uploads8.wikiart.org/images/emily-carr/reforestation-1936.jpg,Cubism; Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/reforestation-1936,https://uploads8.wikiart.org/images/emily-carr/reforestation-1936.jpg,"[{'url': 'https://uploads8.wikiart.org/images/emily-carr/reforestation-1936.jpg', 'path': 'full/dd653451169d5aee88334dfd917c380f84d1acbc.jpg', 'checksum': '680b930efc549ccda7a9ced14e955638', 'status': 'downloaded'}]"
Old Trees at Dusk,Emily Carr,1936,https://uploads3.wikiart.org/images/emily-carr/old-trees-at-dusk-1936.jpg,Cubism; Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/old-trees-at-dusk-1936,https://uploads3.wikiart.org/images/emily-carr/old-trees-at-dusk-1936.jpg,"[{'url': 'https://uploads3.wikiart.org/images/emily-carr/old-trees-at-dusk-1936.jpg', 'path': 'full/411be3009dbd87dc707fd90705cd3d4ffcaef4a5.jpg', 'checksum': '45ea038656849022790c1945425a66a3', 'status': 'downloaded'}]"
Above the Gravel Pit,Emily Carr,1937,https://uploads6.wikiart.org/images/emily-carr/above-the-gravel-pit-1937.jpg,Post-Impressionism; Art Nouveau (Modern),landscape,,,,https://www.wikiart.org/en/emily-carr/above-the-gravel-pit-1937,https://uploads6.wikiart.org/images/emily-carr/above-the-gravel-pit-1937.jpg,"[{'url': 'https://uploads6.wikiart.org/images/emily-carr/above-the-gravel-pit-1937.jpg', 'path': 'full/f183c7390894ceca67e6bc962f7c6452d3604788.jpg', 'checksum': 'c439fc65582d2793eb32d05fc92a72d6', 'status': 'downloaded'}]"
A Rushing Sea of Undergrowth,Emily Carr,1935,https://uploads6.wikiart.org/images/emily-carr/a-rushing-sea-of-undergrowth-1935.jpg!Large.jpg,Cubism; Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/a-rushing-sea-of-undergrowth-1935,https://uploads6.wikiart.org/images/emily-carr/a-rushing-sea-of-undergrowth-1935.jpg!Large.jpg,"[{'url': 'https://uploads6.wikiart.org/images/emily-carr/a-rushing-sea-of-undergrowth-1935.jpg!Large.jpg', 'path': 'full/fa7cfa068c9402fc30ee7513df76fad46fbbfccc.jpg', 'checksum': '9584bdff338b5999cdf60f3cfbb223d8', 'status': 'downloaded'}]"
The Mountain,Emily Carr,1933,https://uploads8.wikiart.org/images/emily-carr/the-mountain-1933.jpg!Large.jpg,Post-Impressionism; Art Nouveau (Modern),landscape,,,,https://www.wikiart.org/en/emily-carr/the-mountain-1933,https://uploads8.wikiart.org/images/emily-carr/the-mountain-1933.jpg!Large.jpg,"[{'url': 'https://uploads8.wikiart.org/images/emily-carr/the-mountain-1933.jpg!Large.jpg', 'path': 'full/c97b70f8e21f1477205dab22a9d17bb3fc299acd.jpg', 'checksum': '0df4e76f76b6655fdcf8c449bc02f091', 'status': 'downloaded'}]"
"Forest, British Columbia",Emily Carr,1932,https://uploads0.wikiart.org/images/emily-carr/forest-british-columbia-1932.jpg,Cubism; Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/forest-british-columbia-1932,https://uploads0.wikiart.org/images/emily-carr/forest-british-columbia-1932.jpg,"[{'url': 'https://uploads0.wikiart.org/images/emily-carr/forest-british-columbia-1932.jpg', 'path': 'full/1bbba831c60e573c05162d25fd714333efe2c848.jpg', 'checksum': '1aa36d8196062c770b7cc9df6fa65b40', 'status': 'downloaded'}]"
Blue Sky,Emily Carr,1932,https://uploads3.wikiart.org/images/emily-carr/blue-sky-1932.jpg,Post-Impressionism; Art Nouveau (Modern),landscape,,,,https://www.wikiart.org/en/emily-carr/blue-sky-1932,https://uploads3.wikiart.org/images/emily-carr/blue-sky-1932.jpg,"[{'url': 'https://uploads3.wikiart.org/images/emily-carr/blue-sky-1932.jpg', 'path': 'full/df7f6829e994183a9f09c18b1b4e9bc3610b3c9a.jpg', 'checksum': '722bfad05e05df7bcccb42524153a8a5', 'status': 'downloaded'}]"
Totem and Forest,Emily Carr,1931,https://uploads2.wikiart.org/images/emily-carr/totem-and-forest-1931.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/totem-and-forest-1931,https://uploads2.wikiart.org/images/emily-carr/totem-and-forest-1931.jpg,"[{'url': 'https://uploads2.wikiart.org/images/emily-carr/totem-and-forest-1931.jpg', 'path': 'full/558255fbc7e348084efad206c225ecbbc847e7f0.jpg', 'checksum': '2167e0e4490b519c5cc85f405cee17b4', 'status': 'downloaded'}]"
Tree Trunk,Emily Carr,1932,https://uploads5.wikiart.org/images/emily-carr/tree-trunk-1932.jpg,Cubism; Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/tree-trunk-1932,https://uploads5.wikiart.org/images/emily-carr/tree-trunk-1932.jpg,"[{'url': 'https://uploads5.wikiart.org/images/emily-carr/tree-trunk-1932.jpg', 'path': 'full/ebf76be2e60b87c882cda0f89b3399ae0083b170.jpg', 'checksum': '2c7513acdb6b2edfefbc679bf982da21', 'status': 'downloaded'}]"
Vanquished,Emily Carr,1931,https://uploads5.wikiart.org/images/emily-carr/vanquished-1931.jpg,Cubism; Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/vanquished-1931,https://uploads5.wikiart.org/images/emily-carr/vanquished-1931.jpg,"[{'url': 'https://uploads5.wikiart.org/images/emily-carr/vanquished-1931.jpg', 'path': 'full/4a0741c1bab4012a0b1c78edda37ec1ae8a7b01e.jpg', 'checksum': '8402324845581ea451638367bd89e88c', 'status': 'downloaded'}]"
Sea Drift at the edge of the forest,Emily Carr,1931,https://uploads4.wikiart.org/images/emily-carr/sea-drift-at-the-edge-of-the-forest-1931.jpg!Large.jpg,Cubism; Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/sea-drift-at-the-edge-of-the-forest-1931,https://uploads4.wikiart.org/images/emily-carr/sea-drift-at-the-edge-of-the-forest-1931.jpg!Large.jpg,"[{'url': 'https://uploads4.wikiart.org/images/emily-carr/sea-drift-at-the-edge-of-the-forest-1931.jpg!Large.jpg', 'path': 'full/a8a1b752ec570835302caaef756a63076b72f6ae.jpg', 'checksum': '01e7051482b9233c6856c30c35ea44ea', 'status': 'downloaded'}]"
Zunoqua of the Cat Village,Emily Carr,1931,https://uploads4.wikiart.org/images/emily-carr/zunoqua-of-the-cat-village-1931.jpg!Large.jpg,Cubism; Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/zunoqua-of-the-cat-village-1931,https://uploads4.wikiart.org/images/emily-carr/zunoqua-of-the-cat-village-1931.jpg!Large.jpg,"[{'url': 'https://uploads4.wikiart.org/images/emily-carr/zunoqua-of-the-cat-village-1931.jpg!Large.jpg', 'path': 'full/16aad638962d88c7036ab02e3f3c3622e4d934f9.jpg', 'checksum': '255d06932c3ab988b2d5700c88d82caa', 'status': 'downloaded'}]"
Strangled by Growth,Emily Carr,1931,https://uploads5.wikiart.org/images/emily-carr/strangled-by-growth-1931.jpg,Post-Impressionism; Art Nouveau (Modern),figurative,,,,https://www.wikiart.org/en/emily-carr/strangled-by-growth-1931,https://uploads5.wikiart.org/images/emily-carr/strangled-by-growth-1931.jpg,"[{'url': 'https://uploads5.wikiart.org/images/emily-carr/strangled-by-growth-1931.jpg', 'path': 'full/49feca6add583d511872be4691b35a867bfecef9.jpg', 'checksum': '46e3468185ff7129a4614822a7430c0f', 'status': 'downloaded'}]"
Loggers' Culls,Emily Carr,,https://uploads8.wikiart.org/images/emily-carr/loggers-culls-1935.jpg,Post-Impressionism; Art Nouveau (Modern),landscape,,,,https://www.wikiart.org/en/emily-carr/loggers-culls-1935,https://uploads8.wikiart.org/images/emily-carr/loggers-culls-1935.jpg,"[{'url': 'https://uploads8.wikiart.org/images/emily-carr/loggers-culls-1935.jpg', 'path': 'full/9dce55c32830ca915a2e9dba8a38b864d0068ac8.jpg', 'checksum': '1d8e5b7f86e4e9e7c5a5a6a29c28cae9', 'status': 'downloaded'}]"
Blunden Harbour,Emily Carr,1930,https://uploads5.wikiart.org/images/emily-carr/blunden-harbour-1930(1).jpg!Large.jpg,Cubism; Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/blunden-harbour-1930,https://uploads5.wikiart.org/images/emily-carr/blunden-harbour-1930(1).jpg!Large.jpg,"[{'url': 'https://uploads5.wikiart.org/images/emily-carr/blunden-harbour-1930(1).jpg!Large.jpg', 'path': 'full/e9f82dfef5fc678ec6171c0ced490b56289e0488.jpg', 'checksum': 'db833fc45b2189c2c758d799f4a25025', 'status': 'downloaded'}]"
Guyasdoms D'Sonoqua,Emily Carr,1930,https://uploads5.wikiart.org/images/emily-carr/guyasdoms-d-sonoqua-1930.jpg,Cubism; Post-Impressionism,figurative,,,,https://www.wikiart.org/en/emily-carr/guyasdoms-d-sonoqua-1930,https://uploads5.wikiart.org/images/emily-carr/guyasdoms-d-sonoqua-1930.jpg,"[{'url': 'https://uploads5.wikiart.org/images/emily-carr/guyasdoms-d-sonoqua-1930.jpg', 'path': 'full/d02e1975f6fa1dc0424798806f0abed3bb69f6e3.jpg', 'checksum': '248e6598e233af35b765dced9dc38539', 'status': 'downloaded'}]"
Kispiax Village,Emily Carr,,https://uploads1.wikiart.org/images/emily-carr/kispiax-village-1929.jpg,Cubism; Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/kispiax-village-1929,https://uploads1.wikiart.org/images/emily-carr/kispiax-village-1929.jpg,"[{'url': 'https://uploads1.wikiart.org/images/emily-carr/kispiax-village-1929.jpg', 'path': 'full/ffa84606e321e1a06b801a2e5a49413912dc5090.jpg', 'checksum': '6280776e8d5eb3dd2991879011663e8f', 'status': 'downloaded'}]"
Heart of the Forest,Emily Carr,1935,https://uploads4.wikiart.org/00194/images/emily-carr/heart-of-the-forest-1935.jpeg!Large.jpeg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/heart-of-the-forest-1935,https://uploads4.wikiart.org/00194/images/emily-carr/heart-of-the-forest-1935.jpeg!Large.jpeg,"[{'url': 'https://uploads4.wikiart.org/00194/images/emily-carr/heart-of-the-forest-1935.jpeg!Large.jpeg', 'path': 'full/f60ba8baeb1c1345bc2272ee9a1198fbca7c8903.jpg', 'checksum': 'f5597f610bc8e4e307f414e067be190d', 'status': 'downloaded'}]"
Indian Church,Emily Carr,1929,https://uploads0.wikiart.org/images/emily-carr/indian-church-1929.jpg!Large.jpg,Cubism; Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/indian-church-1929,https://uploads0.wikiart.org/images/emily-carr/indian-church-1929.jpg!Large.jpg,"[{'url': 'https://uploads0.wikiart.org/images/emily-carr/indian-church-1929.jpg!Large.jpg', 'path': 'full/7f91c5a16cceed307788abb6159864e4046a9207.jpg', 'checksum': '154cd99f12afd1995b4e7cf35656c24f', 'status': 'downloaded'}]"
Grey,Emily Carr,1930,https://uploads8.wikiart.org/images/emily-carr/grey-1930.jpg,Cubism; Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/grey-1930,https://uploads8.wikiart.org/images/emily-carr/grey-1930.jpg,"[{'url': 'https://uploads8.wikiart.org/images/emily-carr/grey-1930.jpg', 'path': 'full/4484f9cbebd836a11dcc5682a68f12abef8f0c8f.jpg', 'checksum': '3570771ad1be84047a5fbcaeb84a0b9c', 'status': 'downloaded'}]"
"Chemainus Bay, Vancouver Island",Emily Carr,,https://uploads7.wikiart.org/images/emily-carr/chemainus-bay-vancouver-island-1925.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/chemainus-bay-vancouver-island-1925,https://uploads7.wikiart.org/images/emily-carr/chemainus-bay-vancouver-island-1925.jpg,"[{'url': 'https://uploads7.wikiart.org/images/emily-carr/chemainus-bay-vancouver-island-1925.jpg', 'path': 'full/01faf08a17088febd7d31f73071a0fcaf3336db7.jpg', 'checksum': '06f0eef6d700d79e5f1603a9adebb271', 'status': 'downloaded'}]"
A Young tree,Emily Carr,1931,https://uploads8.wikiart.org/images/emily-carr/a-young-tree-1931.jpg!Large.jpg,Post-Impressionism; Art Nouveau (Modern),landscape,,,,https://www.wikiart.org/en/emily-carr/a-young-tree-1931,https://uploads8.wikiart.org/images/emily-carr/a-young-tree-1931.jpg!Large.jpg,"[{'url': 'https://uploads8.wikiart.org/images/emily-carr/a-young-tree-1931.jpg!Large.jpg', 'path': 'full/eef9b216303fbebeb9daa395570e161fd72b4c38.jpg', 'checksum': '3c0a8080a272f50f3977782f8e59b6de', 'status': 'downloaded'}]"
Arbutus Tree,Emily Carr,1922,https://uploads7.wikiart.org/images/emily-carr/arbutus-tree-1922.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/arbutus-tree-1922,https://uploads7.wikiart.org/images/emily-carr/arbutus-tree-1922.jpg,"[{'url': 'https://uploads7.wikiart.org/images/emily-carr/arbutus-tree-1922.jpg', 'path': 'full/618ac7dd1df2691f7b2acf6cda46f586e4a8293e.jpg', 'checksum': '68569e34da349d565308838c3cda4beb', 'status': 'downloaded'}]"
Indian House Interior with Totems,Emily Carr,,https://uploads1.wikiart.org/images/emily-carr/indian-house-interior-with-totems-1912.jpg,Post-Impressionism,interior,,,,https://www.wikiart.org/en/emily-carr/indian-house-interior-with-totems-1912,https://uploads1.wikiart.org/images/emily-carr/indian-house-interior-with-totems-1912.jpg,"[{'url': 'https://uploads1.wikiart.org/images/emily-carr/indian-house-interior-with-totems-1912.jpg', 'path': 'full/8d950a2c930aeb0bf9e8f056cc9138ec73769a84.jpg', 'checksum': 'b61fabeb10a1638664ab21be240475ca', 'status': 'downloaded'}]"
"Indian Village, Alert Bay",Emily Carr,1912,https://uploads1.wikiart.org/images/emily-carr/indian-village-alert-bay-1912.jpg,Post-Impressionism,cityscape,,,,https://www.wikiart.org/en/emily-carr/indian-village-alert-bay-1912,https://uploads1.wikiart.org/images/emily-carr/indian-village-alert-bay-1912.jpg,"[{'url': 'https://uploads1.wikiart.org/images/emily-carr/indian-village-alert-bay-1912.jpg', 'path': 'full/77410225e448f0c0bdeebb3bad04d4a001e6646d.jpg', 'checksum': 'e05c8da6b63d69d292a9a5a43791e3eb', 'status': 'downloaded'}]"
"Old Indian House, Northern British Columbia",Emily Carr,1912,https://uploads2.wikiart.org/images/emily-carr/old-indian-house-northern-british-columbia-1912.jpg!Large.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/old-indian-house-northern-british-columbia-1912,https://uploads2.wikiart.org/images/emily-carr/old-indian-house-northern-british-columbia-1912.jpg!Large.jpg,"[{'url': 'https://uploads2.wikiart.org/images/emily-carr/old-indian-house-northern-british-columbia-1912.jpg!Large.jpg', 'path': 'full/2a9895f9684949abcca92a17a77c92856eea9c9c.jpg', 'checksum': '6b0dd45feb1515d5cd99dc63d3a7fdaf', 'status': 'downloaded'}]"
French Landscape,Emily Carr,,https://uploads2.wikiart.org/images/emily-carr/french-landscape-1911.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/french-landscape-1911,https://uploads2.wikiart.org/images/emily-carr/french-landscape-1911.jpg,"[{'url': 'https://uploads2.wikiart.org/images/emily-carr/french-landscape-1911.jpg', 'path': 'full/dfdb33781aa396e937f9e60defb6a525b72ef210.jpg', 'checksum': '813b05e234a38ae00fba0dba3929cbfd', 'status': 'downloaded'}]"
Skidegate,Emily Carr,,https://uploads4.wikiart.org/images/emily-carr/skidegate-1928.jpg,Post-Impressionism; Art Nouveau (Modern),landscape,,,,https://www.wikiart.org/en/emily-carr/skidegate-1928,https://uploads4.wikiart.org/images/emily-carr/skidegate-1928.jpg,"[{'url': 'https://uploads4.wikiart.org/images/emily-carr/skidegate-1928.jpg', 'path': 'full/147505003b675b8bb45d632616148644b3b0bf60.jpg', 'checksum': '2f334628f7cfd359d1a61f59de66e9c3', 'status': 'downloaded'}]"
Brittany Landscape,Emily Carr,,https://uploads4.wikiart.org/images/emily-carr/brittany-landscape-1911.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/brittany-landscape-1911,https://uploads4.wikiart.org/images/emily-carr/brittany-landscape-1911.jpg,"[{'url': 'https://uploads4.wikiart.org/images/emily-carr/brittany-landscape-1911.jpg', 'path': 'full/d1a136d253ff6789e624ffc87e5d4199166450a4.jpg', 'checksum': '1d44ca648c4452fc67e4454cc3475ee5', 'status': 'downloaded'}]"
